linha,bairro,data,hora,passageiros
402,Centro,2024-01-17,13:00,65
407,Renascença,2024-01-28,17:00,69
408,Centro,2024-01-15,05:30,18
407,Piçarra,2024-01-12,07:00,29
406,Mocambinho,2024-01-31,09:30,77
407,Dirceu,2024-01-11,14:00,38
403,Ilhotas,2024-01-01,08:30,18
401,Centro,2024-01-01,05:00,65
407,Centro,2024-01-25,21:30,70
402,Piçarra,2024-01-24,16:00,16
404,Saci,2024-01-13,09:30,32
401,Dirceu,2024-01-09,06:00,79
402,Saci,2024-01-15,09:00,11
403,Piçarra,2024-01-08,22:00,54
404,Ilhotas,2024-01-16,08:00,18
404,Ilhotas,2024-01-08,21:30,50
402,Renascença,2024-01-20,12:30,19
402,Mocambinho,2024-01-09,08:00,35
407,Dirceu,2024-01-27,20:00,29
404,Saci,2024-01-01,11:30,11
408,Dirceu,2024-01-01,16:30,10
408,Piçarra,2024-01-21,06:30,80
405,Mocambinho,2024-01-28,16:00,79
405,Mocambinho,2024-01-06,19:00,8
406,Mocambinho,2024-01-09,14:00,70
408,Marquês,2024-01-29,11:00,66
407,Renascença,2024-01-21,09:00,17
404,Saci,2024-01-26,18:30,56
407,Saci,2024-01-29,19:30,19
404,Saci,2024-01-13,09:30,69
401,Piçarra,2024-01-19,22:30,14
405,Centro,2024-01-15,18:30,15
406,Renascença,2024-01-11,13:00,7
408,Mocambinho,2024-01-21,22:00,78
403,Saci,2024-01-21,18:00,75
402,Centro,2024-01-08,14:00,16
404,Piçarra,2024-01-01,05:30,39
402,Mocambinho,2024-01-07,12:00,38
407,Centro,2024-01-04,13:30,52
401,Piçarra,2024-01-16,20:00,68
404,Mocambinho,2024-01-08,10:30,50
408,Centro,2024-01-30,19:30,48
406,Piçarra,2024-01-02,20:30,35
402,Mocambinho,2024-01-22,08:00,23
405,Centro,2024-01-02,19:00,27
402,Piçarra,2024-01-27,18:30,47
406,Mocambinho,2024-01-04,13:00,80
402,Dirceu,2024-01-17,19:30,44
402,Renascença,2024-01-20,13:30,23
401,Mocambinho,2024-01-04,09:30,11
403,Piçarra,2024-01-26,20:30,48
406,Marquês,2024-01-19,21:30,41
404,Mocambinho,2024-01-14,07:30,70
405,Mocambinho,2024-01-30,22:30,38
404,Mocambinho,2024-01-07,12:30,7
401,Marquês,2024-01-08,07:00,11
403,Mocambinho,2024-01-02,10:00,58
401,Mocambinho,2024-01-23,19:00,19
401,Ilhotas,2024-01-13,15:30,75
403,Centro,2024-01-06,06:30,12
407,Saci,2024-01-05,17:30,19
401,Piçarra,2024-01-17,18:30,20
401,Piçarra,2024-01-26,07:00,10
408,Saci,2024-01-02,18:30,48
403,Saci,2024-01-15,06:30,8
403,Saci,2024-01-18,14:30,13
408,Renascença,2024-01-05,20:00,39
408,Centro,2024-01-15,20:30,56
403,Dirceu,2024-01-29,12:30,5
404,Renascença,2024-01-20,09:00,31
404,Saci,2024-01-11,05:30,30
405,Marquês,2024-01-26,22:00,61
405,Piçarra,2024-01-05,22:00,5
405,Centro,2024-01-20,11:30,35
402,Dirceu,2024-01-09,09:30,27
407,Saci,2024-01-07,16:00,9
406,Dirceu,2024-01-09,11:30,14
406,Mocambinho,2024-01-04,13:00,69
403,Dirceu,2024-01-26,22:00,14
408,Renascença,2024-01-09,21:00,5
403,Piçarra,2024-01-13,06:30,27
407,Marquês,2024-01-20,20:00,65
401,Centro,2024-01-15,18:30,40
402,Centro,2024-01-05,18:00,73
401,Renascença,2024-01-11,16:00,14
408,Saci,2024-01-28,07:30,21
408,Marquês,2024-01-27,07:30,74
408,Ilhotas,2024-01-22,12:00,78
402,Saci,2024-01-28,16:30,36
406,Mocambinho,2024-01-07,22:30,26
407,Mocambinho,2024-01-19,06:00,67
406,Dirceu,2024-01-18,12:00,19
407,Mocambinho,2024-01-04,20:00,78
403,Renascença,2024-01-21,10:00,57
406,Mocambinho,2024-01-14,10:30,13
405,Saci,2024-01-01,10:00,42
403,Dirceu,2024-01-31,20:30,69
402,Mocambinho,2024-01-04,17:00,51
406,Dirceu,2024-01-12,13:00,79
401,Renascença,2024-01-18,12:30,25
403,Renascença,2024-01-02,20:30,30
404,Saci,2024-01-11,12:30,68
402,Piçarra,2024-01-31,12:00,58
404,Mocambinho,2024-01-16,20:30,12
407,Marquês,2024-01-05,18:30,15
401,Renascença,2024-01-30,11:30,63
408,Centro,2024-01-17,08:00,44
406,Ilhotas,2024-01-09,17:30,67
407,Centro,2024-01-18,14:00,15
405,Saci,2024-01-23,09:30,58
407,Dirceu,2024-01-24,07:30,67
408,Piçarra,2024-01-29,11:00,16
403,Mocambinho,2024-01-03,10:00,64
403,Centro,2024-01-20,21:00,20
406,Centro,2024-01-11,09:00,75
407,Marquês,2024-01-04,21:30,43
406,Centro,2024-01-23,11:00,36
402,Piçarra,2024-01-05,21:30,35
404,Piçarra,2024-01-17,08:30,66
404,Centro,2024-01-05,10:30,52
403,Marquês,2024-01-16,18:00,42
407,Ilhotas,2024-01-22,13:00,53
403,Centro,2024-01-24,15:00,45
407,Marquês,2024-01-19,06:00,63
403,Ilhotas,2024-01-11,20:00,55
404,Piçarra,2024-01-16,07:00,34
403,Mocambinho,2024-01-08,16:00,6
407,Ilhotas,2024-01-04,08:30,47
403,Renascença,2024-01-06,10:00,58
402,Dirceu,2024-01-06,10:30,78
406,Piçarra,2024-01-03,13:00,13
401,Marquês,2024-01-15,17:00,68
407,Piçarra,2024-01-08,10:30,10
404,Saci,2024-01-12,21:30,25
406,Marquês,2024-01-22,08:00,16
402,Mocambinho,2024-01-10,12:00,15
407,Saci,2024-01-07,17:00,17
406,Piçarra,2024-01-23,21:30,11
408,Mocambinho,2024-01-26,06:00,40
406,Centro,2024-01-23,12:00,60
406,Ilhotas,2024-01-15,11:00,37
406,Dirceu,2024-01-30,13:00,79
405,Dirceu,2024-01-30,18:00,32
408,Piçarra,2024-01-01,14:30,15
401,Dirceu,2024-01-30,20:30,52
404,Saci,2024-01-20,22:30,8
401,Ilhotas,2024-01-24,11:30,52
403,Renascença,2024-01-19,08:30,36
406,Piçarra,2024-01-05,11:00,72
406,Renascença,2024-01-27,21:30,45
405,Saci,2024-01-21,16:00,66
407,Dirceu,2024-01-16,14:00,70
408,Centro,2024-01-26,05:00,23
408,Dirceu,2024-01-14,09:00,49
401,Renascença,2024-01-10,08:30,31
406,Centro,2024-01-18,12:00,8
402,Mocambinho,2024-01-06,12:00,46
402,Saci,2024-01-11,18:00,63
406,Mocambinho,2024-01-19,13:30,42
405,Piçarra,2024-01-26,18:30,74
405,Centro,2024-01-30,15:00,24
401,Saci,2024-01-14,06:00,30
401,Saci,2024-01-27,13:00,56
401,Marquês,2024-01-02,16:00,61
406,Renascença,2024-01-20,21:00,61
402,Renascença,2024-01-21,21:00,30
403,Ilhotas,2024-01-17,15:30,60
408,Renascença,2024-01-20,08:00,32
401,Marquês,2024-01-18,16:30,57
405,Centro,2024-01-19,05:30,68
401,Mocambinho,2024-01-26,09:30,15
408,Marquês,2024-01-01,20:00,9
406,Centro,2024-01-08,05:30,16
406,Renascença,2024-01-14,19:30,46
407,Renascença,2024-01-23,09:30,71
405,Mocambinho,2024-01-21,21:00,11
405,Piçarra,2024-01-20,09:00,54
403,Piçarra,2024-01-26,09:00,6
402,Saci,2024-01-04,12:30,51
404,Centro,2024-01-18,12:30,49
402,Piçarra,2024-01-09,13:00,51
408,Renascença,2024-01-25,11:30,70
401,Saci,2024-01-30,21:30,50
408,Saci,2024-01-26,07:00,5
407,Dirceu,2024-01-15,10:00,51
404,Piçarra,2024-01-07,16:00,18
403,Saci,2024-01-06,17:30,35
405,Saci,2024-01-24,18:30,13
404,Marquês,2024-01-24,16:30,55
404,Mocambinho,2024-01-15,16:00,39
404,Centro,2024-01-19,05:00,57
405,Ilhotas,2024-01-04,07:30,65
401,Centro,2024-01-20,16:00,31
408,Ilhotas,2024-01-31,18:00,54
401,Mocambinho,2024-01-15,06:30,74
406,Mocambinho,2024-01-11,09:00,22
406,Mocambinho,2024-01-06,12:30,78
401,Renascença,2024-01-24,10:00,71
406,Mocambinho,2024-01-23,10:30,72
407,Mocambinho,2024-01-12,21:00,58
404,Piçarra,2024-01-23,18:30,33
408,Ilhotas,2024-01-16,15:30,73
404,Centro,2024-01-12,22:00,39
402,Ilhotas,2024-01-09,07:00,30
408,Renascença,2024-01-19,22:30,73
406,Renascença,2024-01-24,10:30,45
406,Dirceu,2024-01-11,18:00,51
407,Mocambinho,2024-01-11,19:30,41
406,Ilhotas,2024-01-13,14:00,44
402,Dirceu,2024-01-12,11:00,74
404,Marquês,2024-01-29,10:00,46
403,Piçarra,2024-01-21,20:30,48
407,Mocambinho,2024-01-23,19:30,66
407,Renascença,2024-01-10,11:00,70
402,Piçarra,2024-01-29,20:30,61
404,Marquês,2024-01-22,12:30,31
405,Centro,2024-01-31,13:00,73
406,Centro,2024-01-04,05:00,19
405,Mocambinho,2024-01-04,05:30,13
405,Dirceu,2024-01-31,07:30,57
401,Mocambinho,2024-01-13,09:30,34
405,Dirceu,2024-01-05,11:30,57
408,Renascença,2024-01-30,16:30,55
406,Dirceu,2024-01-04,11:00,40
402,Dirceu,2024-01-15,11:30,68
404,Dirceu,2024-01-24,22:30,52
404,Centro,2024-01-30,10:30,63
406,Saci,2024-01-24,07:00,62
403,Piçarra,2024-01-11,22:00,27
407,Renascença,2024-01-31,07:30,25
405,Marquês,2024-01-14,07:00,19
407,Piçarra,2024-01-20,16:00,67
402,Renascença,2024-01-11,17:30,59
407,Renascença,2024-01-19,16:00,71
407,Piçarra,2024-01-27,13:30,22
401,Mocambinho,2024-01-24,13:30,67
402,Ilhotas,2024-01-29,09:30,14
403,Dirceu,2024-01-07,16:00,68
401,Centro,2024-01-27,20:00,80
405,Renascença,2024-01-09,14:00,72
405,Ilhotas,2024-01-13,05:30,8
401,Renascença,2024-01-14,08:00,26
407,Saci,2024-01-04,16:30,37
402,Renascença,2024-01-16,11:30,26
406,Saci,2024-01-24,16:00,36
406,Mocambinho,2024-01-18,16:30,63
402,Marquês,2024-01-05,20:00,14
405,Ilhotas,2024-01-27,21:30,77
401,Mocambinho,2024-01-31,17:00,54
406,Renascença,2024-01-16,09:30,46
401,Piçarra,2024-01-12,08:30,7
401,Centro,2024-01-30,15:30,80
407,Saci,2024-01-17,19:30,64
408,Dirceu,2024-01-29,07:00,24
402,Ilhotas,2024-01-24,19:30,62
405,Renascença,2024-01-16,13:00,8
404,Saci,2024-01-17,09:00,67
407,Renascença,2024-01-08,08:00,56
408,Dirceu,2024-01-24,06:30,17
405,Mocambinho,2024-01-10,15:00,62
407,Marquês,2024-01-15,17:30,7
408,Mocambinho,2024-01-06,08:00,28
406,Ilhotas,2024-01-21,14:00,64
403,Dirceu,2024-01-11,16:00,54
408,Centro,2024-01-01,10:30,64
401,Dirceu,2024-01-12,12:30,76
401,Centro,2024-01-19,17:30,34
402,Saci,2024-01-11,09:30,77
403,Renascença,2024-01-13,10:30,31
403,Marquês,2024-01-07,18:30,34
401,Renascença,2024-01-08,08:30,34
404,Renascença,2024-01-01,20:00,48
407,Ilhotas,2024-01-09,06:30,46
408,Renascença,2024-01-01,11:30,65
408,Piçarra,2024-01-05,15:00,49
403,Centro,2024-01-03,12:30,63
407,Renascença,2024-01-31,05:30,32
404,Saci,2024-01-30,19:30,19
408,Saci,2024-01-02,10:00,78
407,Dirceu,2024-01-18,08:30,54
408,Mocambinho,2024-01-15,05:30,72
406,Saci,2024-01-25,07:00,14
408,Marquês,2024-01-06,12:00,13
402,Ilhotas,2024-01-31,07:30,76
403,Ilhotas,2024-01-21,20:00,24
406,Dirceu,2024-01-21,15:30,5
403,Marquês,2024-01-01,12:30,76
406,Marquês,2024-01-25,20:30,70
404,Centro,2024-01-27,11:30,46
405,Saci,2024-01-20,17:30,50
406,Marquês,2024-01-17,09:00,19
406,Mocambinho,2024-01-09,08:00,64
403,Dirceu,2024-01-07,13:30,62
403,Marquês,2024-01-23,13:30,38
406,Ilhotas,2024-01-20,17:30,61
401,Marquês,2024-01-25,16:00,6
402,Renascença,2024-01-22,09:30,38
408,Saci,2024-01-14,11:30,77
402,Ilhotas,2024-01-09,10:00,27
408,Ilhotas,2024-01-16,13:30,70
406,Ilhotas,2024-01-06,11:30,16
405,Dirceu,2024-01-07,07:00,54
406,Centro,2024-01-11,19:00,79
407,Renascença,2024-01-20,18:00,47
407,Mocambinho,2024-01-23,07:30,33
408,Mocambinho,2024-01-22,18:30,80
405,Marquês,2024-01-25,12:00,25
401,Saci,2024-01-20,22:00,6
405,Marquês,2024-01-30,08:30,65
405,Renascença,2024-01-05,21:30,59
406,Piçarra,2024-01-29,15:00,74
401,Saci,2024-01-10,13:00,13
408,Mocambinho,2024-01-28,16:00,48
404,Piçarra,2024-01-31,22:00,13
404,Mocambinho,2024-01-29,08:00,69
403,Marquês,2024-01-11,12:30,32
407,Marquês,2024-01-10,17:30,29
402,Piçarra,2024-01-02,06:00,40
403,Saci,2024-01-28,17:00,16
401,Ilhotas,2024-01-17,19:00,56
406,Mocambinho,2024-01-24,06:00,76
407,Centro,2024-01-24,17:00,7
403,Piçarra,2024-01-06,06:00,35
403,Saci,2024-01-04,18:30,30
408,Renascença,2024-01-16,13:30,35
402,Saci,2024-01-26,06:00,44
404,Dirceu,2024-01-07,20:30,35
407,Dirceu,2024-01-14,07:00,78
404,Saci,2024-01-31,20:00,45
407,Renascença,2024-01-02,15:00,73
405,Mocambinho,2024-01-19,19:30,76
404,Ilhotas,2024-01-28,20:00,39
408,Saci,2024-01-31,21:30,6
404,Centro,2024-01-09,08:30,24
401,Mocambinho,2024-01-31,21:30,25
408,Centro,2024-01-22,08:30,31
402,Centro,2024-01-09,22:00,78
405,Renascença,2024-01-02,22:30,32
405,Dirceu,2024-01-16,08:00,44
407,Dirceu,2024-01-12,14:00,65
404,Piçarra,2024-01-31,07:00,8
401,Renascença,2024-01-19,22:30,64
407,Marquês,2024-01-16,08:00,46
407,Centro,2024-01-22,10:30,6
407,Centro,2024-01-18,05:00,42
405,Ilhotas,2024-01-02,18:30,70
407,Renascença,2024-01-22,21:00,20
405,Piçarra,2024-01-30,13:00,57
403,Saci,2024-01-21,08:00,79
401,Dirceu,2024-01-21,22:30,40
403,Ilhotas,2024-01-29,12:00,54
405,Renascença,2024-01-17,15:00,51
407,Mocambinho,2024-01-11,05:00,60
406,Mocambinho,2024-01-24,06:00,52
403,Dirceu,2024-01-10,15:00,72
404,Marquês,2024-01-20,07:00,62
407,Ilhotas,2024-01-28,12:00,20
401,Ilhotas,2024-01-16,14:30,52
403,Marquês,2024-01-14,20:00,21
408,Marquês,2024-01-30,18:00,10
402,Dirceu,2024-01-14,20:30,18
408,Centro,2024-01-03,06:00,64
408,Renascença,2024-01-10,06:30,23
406,Piçarra,2024-01-18,11:30,20
405,Piçarra,2024-01-01,18:00,41
403,Marquês,2024-01-02,10:00,23
408,Centro,2024-01-12,20:00,36
404,Saci,2024-01-31,20:00,77
401,Ilhotas,2024-01-06,12:30,33
406,Mocambinho,2024-01-30,19:00,19
401,Ilhotas,2024-01-04,06:30,63
404,Dirceu,2024-01-31,13:30,50
401,Renascença,2024-01-29,10:00,74
408,Renascença,2024-01-10,19:30,64
404,Centro,2024-01-02,20:30,64
401,Centro,2024-01-10,06:30,23
405,Saci,2024-01-06,12:30,42
407,Renascença,2024-01-19,22:00,31
404,Dirceu,2024-01-14,16:30,37
401,Saci,2024-01-20,12:30,69
406,Dirceu,2024-01-06,19:30,49
406,Piçarra,2024-01-30,09:30,61
404,Piçarra,2024-01-14,14:30,35
403,Dirceu,2024-01-08,08:00,24
404,Dirceu,2024-01-03,11:00,8
405,Marquês,2024-01-10,10:30,10
402,Centro,2024-01-16,21:30,10
406,Mocambinho,2024-01-22,11:00,10
402,Centro,2024-01-17,13:30,70
406,Dirceu,2024-01-26,19:30,23
402,Centro,2024-01-24,17:30,32
405,Saci,2024-01-11,08:30,50
408,Ilhotas,2024-01-16,09:00,40
405,Saci,2024-01-23,12:30,70
403,Piçarra,2024-01-11,12:30,17
406,Centro,2024-01-14,06:30,17
403,Mocambinho,2024-01-28,06:00,9
408,Piçarra,2024-01-01,22:00,72
404,Saci,2024-01-26,10:00,51
401,Saci,2024-01-25,13:00,75
408,Mocambinho,2024-01-09,16:00,36
408,Piçarra,2024-01-25,12:00,73
405,Saci,2024-01-22,16:30,18
405,Ilhotas,2024-01-30,08:00,64
408,Ilhotas,2024-01-04,08:30,38
406,Saci,2024-01-12,13:30,32
404,Saci,2024-01-19,09:00,55
405,Saci,2024-01-18,09:00,11
404,Piçarra,2024-01-11,08:30,77
407,Mocambinho,2024-01-30,13:30,76
406,Centro,2024-01-14,19:30,33
401,Dirceu,2024-01-11,22:00,15
406,Piçarra,2024-01-23,21:00,49
404,Piçarra,2024-01-16,15:00,73
401,Piçarra,2024-01-28,22:30,29
405,Renascença,2024-01-11,15:30,50
405,Dirceu,2024-01-24,22:00,20
406,Centro,2024-01-02,09:30,22
404,Ilhotas,2024-01-30,16:30,41
402,Centro,2024-01-26,20:00,40
407,Dirceu,2024-01-12,06:30,35
402,Dirceu,2024-01-09,11:30,55
401,Marquês,2024-01-20,16:30,68
403,Piçarra,2024-01-05,12:30,17
401,Mocambinho,2024-01-20,16:00,68
407,Marquês,2024-01-24,13:00,11
401,Centro,2024-01-29,22:30,49
404,Saci,2024-01-21,14:30,61
403,Renascença,2024-01-06,11:00,13
404,Ilhotas,2024-01-21,09:30,39
408,Piçarra,2024-01-02,14:30,37
402,Marquês,2024-01-01,12:00,29
407,Marquês,2024-01-31,11:30,12
404,Mocambinho,2024-01-01,15:00,48
407,Renascença,2024-01-20,11:00,7
408,Renascença,2024-01-26,11:00,37
406,Dirceu,2024-01-30,16:00,5
405,Piçarra,2024-01-25,13:00,29
405,Saci,2024-01-08,17:00,42
404,Mocambinho,2024-01-08,12:30,17
403,Piçarra,2024-01-04,15:00,23
401,Centro,2024-01-09,11:30,6
406,Dirceu,2024-01-17,08:00,47
406,Ilhotas,2024-01-19,11:30,41
404,Dirceu,2024-01-30,15:30,17
406,Saci,2024-01-01,15:30,53
402,Piçarra,2024-01-07,15:30,69
408,Renascença,2024-01-28,11:30,68
401,Ilhotas,2024-01-28,16:00,11
403,Marquês,2024-01-15,14:00,15
406,Renascença,2024-01-02,17:30,19
405,Renascença,2024-01-19,21:30,56
403,Piçarra,2024-01-24,16:30,39
403,Saci,2024-01-02,19:30,51
402,Marquês,2024-01-21,10:00,79
402,Saci,2024-01-10,21:30,25
403,Mocambinho,2024-01-28,09:00,35
406,Dirceu,2024-01-26,21:30,57
408,Renascença,2024-01-24,18:30,50
405,Mocambinho,2024-01-25,16:30,14
408,Ilhotas,2024-01-16,17:30,69
406,Saci,2024-01-15,19:30,38
403,Dirceu,2024-01-31,15:00,19
402,Renascença,2024-01-05,17:30,52
405,Ilhotas,2024-01-30,06:00,30
407,Ilhotas,2024-01-17,15:30,77
402,Mocambinho,2024-01-26,12:30,7
404,Renascença,2024-01-12,18:30,7
401,Centro,2024-01-16,17:30,26
403,Saci,2024-01-17,16:00,67
406,Saci,2024-01-01,06:00,45
405,Centro,2024-01-08,16:30,55
401,Centro,2024-01-23,12:30,27
402,Marquês,2024-01-09,08:30,45
402,Saci,2024-01-16,13:30,58
408,Piçarra,2024-01-10,15:30,34
402,Renascença,2024-01-26,10:30,51
405,Piçarra,2024-01-08,07:30,53
402,Marquês,2024-01-28,22:30,57
401,Renascença,2024-01-18,14:00,43
404,Centro,2024-01-03,05:00,53
401,Ilhotas,2024-01-14,08:00,37
403,Mocambinho,2024-01-12,16:00,78
407,Centro,2024-01-18,15:00,16
407,Dirceu,2024-01-01,11:00,60
404,Ilhotas,2024-01-26,20:00,53
408,Piçarra,2024-01-23,06:30,65
405,Mocambinho,2024-01-24,22:00,64
406,Centro,2024-01-02,11:00,46
402,Piçarra,2024-01-15,20:00,7
402,Piçarra,2024-01-27,15:30,22
407,Marquês,2024-01-05,14:30,42
406,Marquês,2024-01-23,14:30,7
404,Ilhotas,2024-01-15,12:30,55
406,Centro,2024-01-28,16:30,48
404,Ilhotas,2024-01-22,07:30,25
408,Piçarra,2024-01-18,05:00,58
403,Saci,2024-01-10,21:30,23
402,Mocambinho,2024-01-17,07:30,45
408,Saci,2024-01-11,09:30,49
407,Ilhotas,2024-01-01,22:00,75
402,Ilhotas,2024-01-08,14:00,24
408,Ilhotas,2024-01-29,07:30,47
408,Marquês,2024-01-05,19:30,66
401,Piçarra,2024-01-12,12:00,55
403,Mocambinho,2024-01-15,05:00,62
406,Saci,2024-01-09,18:30,47
402,Mocambinho,2024-01-13,17:30,13
404,Saci,2024-01-11,16:30,33
401,Piçarra,2024-01-18,17:30,17
403,Renascença,2024-01-19,21:00,77
404,Marquês,2024-01-08,10:30,25
406,Mocambinho,2024-01-03,11:30,66
408,Renascença,2024-01-15,09:00,50
403,Renascença,2024-01-29,05:30,51
406,Mocambinho,2024-01-23,07:00,69
402,Renascença,2024-01-24,10:30,38
405,Renascença,2024-01-13,18:30,70
406,Renascença,2024-01-30,11:30,56
404,Mocambinho,2024-01-05,14:00,28
407,Dirceu,2024-01-25,22:00,18
401,Piçarra,2024-01-02,18:30,22
405,Piçarra,2024-01-24,11:00,36
403,Ilhotas,2024-01-19,07:00,31
404,Renascença,2024-01-26,19:00,10
408,Piçarra,2024-01-07,13:30,54
406,Mocambinho,2024-01-05,12:00,29
407,Mocambinho,2024-01-21,13:30,18
403,Mocambinho,2024-01-09,06:30,33
408,Centro,2024-01-12,15:00,73
408,Renascença,2024-01-30,21:00,50
406,Centro,2024-01-04,14:30,70
404,Mocambinho,2024-01-29,17:30,11
407,Dirceu,2024-01-14,22:30,65
407,Dirceu,2024-01-23,06:00,61
407,Dirceu,2024-01-21,19:30,34
405,Saci,2024-01-06,08:30,79
408,Marquês,2024-01-09,09:30,47
408,Dirceu,2024-01-05,20:00,66
403,Saci,2024-01-27,21:30,79
405,Piçarra,2024-01-30,22:30,44
408,Dirceu,2024-01-03,11:30,72
404,Marquês,2024-01-18,13:00,46
401,Ilhotas,2024-01-18,15:30,70
404,Piçarra,2024-01-25,09:30,70
408,Dirceu,2024-01-07,08:00,22
401,Saci,2024-01-03,07:30,47
402,Ilhotas,2024-01-11,21:00,15
407,Marquês,2024-01-31,13:00,58
403,Ilhotas,2024-01-19,12:00,8
403,Mocambinho,2024-01-01,16:00,7
401,Renascença,2024-01-25,21:30,30
405,Renascença,2024-01-29,21:00,64
404,Ilhotas,2024-01-02,11:00,57
401,Ilhotas,2024-01-14,13:00,16
407,Mocambinho,2024-01-04,09:00,15
402,Dirceu,2024-01-06,22:30,43
403,Dirceu,2024-01-18,17:30,26
403,Ilhotas,2024-01-04,12:00,70
401,Ilhotas,2024-01-11,19:00,69
405,Renascença,2024-01-02,08:00,28
404,Renascença,2024-01-08,18:00,46
403,Dirceu,2024-01-27,22:30,80
404,Renascença,2024-01-05,19:00,31
406,Centro,2024-01-13,05:30,5
406,Piçarra,2024-01-20,14:00,75
406,Ilhotas,2024-01-30,12:30,29
404,Ilhotas,2024-01-02,08:30,27
407,Renascença,2024-01-29,09:30,32
405,Marquês,2024-01-11,08:00,41
407,Saci,2024-01-21,05:30,57
402,Dirceu,2024-01-11,05:00,71
407,Piçarra,2024-01-27,11:30,23
402,Saci,2024-01-30,06:00,38
401,Dirceu,2024-01-19,05:30,23
406,Ilhotas,2024-01-11,06:00,36
406,Marquês,2024-01-26,20:30,49
406,Ilhotas,2024-01-04,08:30,18
404,Mocambinho,2024-01-28,11:00,20
405,Mocambinho,2024-01-19,10:30,25
405,Mocambinho,2024-01-20,09:00,38
401,Renascença,2024-01-22,20:30,22
405,Renascença,2024-01-21,11:30,73
403,Ilhotas,2024-01-27,20:30,8
401,Mocambinho,2024-01-27,19:30,19
404,Mocambinho,2024-01-26,12:00,54
405,Centro,2024-01-19,21:30,77
402,Centro,2024-01-15,13:00,17
408,Renascença,2024-01-17,13:00,49
407,Marquês,2024-01-28,18:00,71
401,Mocambinho,2024-01-14,07:00,17
404,Mocambinho,2024-01-05,21:30,43
407,Marquês,2024-01-21,14:30,15
401,Dirceu,2024-01-01,21:30,51
401,Marquês,2024-01-03,05:00,11
406,Saci,2024-01-30,11:00,23
405,Mocambinho,2024-01-01,15:30,17
407,Dirceu,2024-01-08,11:30,54
403,Marquês,2024-01-31,06:30,76
401,Marquês,2024-01-19,16:00,59
406,Marquês,2024-01-10,15:30,16
402,Piçarra,2024-01-21,15:00,44
408,Dirceu,2024-01-13,11:30,19
408,Saci,2024-01-20,05:00,52
407,Saci,2024-01-04,11:00,58
406,Centro,2024-01-16,18:00,38
403,Renascença,2024-01-20,22:00,12
406,Renascença,2024-01-06,18:00,54
401,Marquês,2024-01-10,07:00,78
401,Renascença,2024-01-28,13:00,35
407,Dirceu,2024-01-28,10:00,72
406,Centro,2024-01-23,13:30,18
404,Piçarra,2024-01-18,18:30,17
406,Saci,2024-01-08,18:00,27
403,Marquês,2024-01-20,16:00,36
405,Marquês,2024-01-05,07:00,45
406,Mocambinho,2024-01-16,08:30,21
401,Renascença,2024-01-03,21:00,76
404,Saci,2024-01-24,16:30,18
406,Piçarra,2024-01-01,08:00,47
403,Mocambinho,2024-01-31,20:30,26
405,Mocambinho,2024-01-20,10:00,16
407,Renascença,2024-01-21,18:00,69
401,Dirceu,2024-01-23,17:30,29
405,Dirceu,2024-01-09,20:30,51
408,Dirceu,2024-01-25,14:00,21
408,Renascença,2024-01-07,20:30,70
404,Ilhotas,2024-01-23,11:00,74
404,Dirceu,2024-01-14,10:00,27
408,Dirceu,2024-01-05,06:30,75
404,Centro,2024-01-26,18:00,12
403,Mocambinho,2024-01-29,11:30,36
403,Mocambinho,2024-01-06,15:00,79
404,Mocambinho,2024-01-16,22:30,77
405,Marquês,2024-01-28,07:00,9
404,Ilhotas,2024-01-04,09:30,64
403,Saci,2024-01-21,17:30,32
407,Saci,2024-01-17,15:00,50
403,Centro,2024-01-12,16:30,67
404,Ilhotas,2024-01-10,05:30,80
407,Centro,2024-01-23,05:00,32
406,Centro,2024-01-22,07:30,25
403,Dirceu,2024-01-30,22:00,20
401,Saci,2024-01-17,13:00,48
408,Saci,2024-01-01,14:00,13
402,Centro,2024-01-15,20:30,39
405,Renascença,2024-01-19,12:00,79
404,Saci,2024-01-07,10:00,13
405,Dirceu,2024-01-01,07:00,53
406,Renascença,2024-01-05,15:00,26
404,Mocambinho,2024-01-16,12:30,67
404,Saci,2024-01-06,14:00,74
405,Marquês,2024-01-12,05:00,75
404,Ilhotas,2024-01-12,15:30,49
402,Renascença,2024-01-14,22:00,26
406,Marquês,2024-01-27,17:00,60
406,Marquês,2024-01-29,06:00,31
402,Ilhotas,2024-01-20,20:30,41
404,Centro,2024-01-04,20:30,55
408,Renascença,2024-01-18,12:00,68
403,Centro,2024-01-10,12:00,63
402,Dirceu,2024-01-26,08:30,65
405,Piçarra,2024-01-11,12:30,61
405,Marquês,2024-01-17,11:00,55
403,Piçarra,2024-01-23,05:30,59
404,Renascença,2024-01-28,14:30,79
402,Centro,2024-01-22,07:30,80
406,Piçarra,2024-01-29,15:30,26
406,Dirceu,2024-01-06,19:00,52
407,Piçarra,2024-01-27,10:30,24
405,Saci,2024-01-06,05:30,32
408,Dirceu,2024-01-16,06:00,70
407,Mocambinho,2024-01-13,13:30,21
405,Mocambinho,2024-01-04,14:00,73
407,Mocambinho,2024-01-29,14:00,28
405,Saci,2024-01-13,11:30,65
401,Saci,2024-01-22,07:00,79
402,Marquês,2024-01-25,09:30,52
405,Centro,2024-01-11,06:30,30
403,Marquês,2024-01-29,09:30,45
406,Ilhotas,2024-01-05,11:30,57
403,Marquês,2024-01-10,10:00,52
